,Text,Tweet Id,no_contract,tokenized,lower_case,punctuation_removed,stopwords_removed,Text_Cleaned,Target
6564,"RT Ok ok ✋🏻 No matter wht , iPhone is IPhone 😍 https://t.co/pilXyNCGdu",1043230601640198144,"RT Ok ok ✋🏻 No matter wht , iPhone is IPhone 😍 https://t.co/pilXyNCGdu","['RT', 'Ok', 'ok', '✋🏻', 'No', 'matter', 'wht', ',', 'iPhone', 'is', 'IPhone', '😍', 'https', ':', '//t.co/pilXyNCGdu']","['rt', 'ok', 'ok', '✋🏻', 'no', 'matter', 'wht', ',', 'iphone', 'is', 'iphone', '😍', 'https', ':', '//t.co/pilxyncgdu']","['rt', 'ok', 'ok', '✋🏻', 'no', 'matter', 'wht', 'iphone', 'is', 'iphone', '😍', 'https', '//t.co/pilxyncgdu']","['rt', 'ok', 'ok', '✋🏻', 'matter', 'wht', 'iphone', 'iphone', '😍', '//t.co/pilxyncgdu']",rt ok ok ✋🏻 matter wht iphone iphone 😍 //t.co/pilxyncgdu,0
1582,RT I unboxed 3 phones just to look at the display quality. Here are my initial thoughts https://t.co/H3UmQ4EiGr,1043761563306479617,RT I unboxed 3 phones just to look at the display quality. Here are my initial thoughts https://t.co/H3UmQ4EiGr,"['RT', 'I', 'unboxed', '3', 'phones', 'just', 'to', 'look', 'at', 'the', 'display', 'quality', '.', 'Here', 'are', 'my', 'initial', 'thoughts', 'https', ':', '//t.co/H3UmQ4EiGr']","['rt', 'i', 'unboxed', '3', 'phones', 'just', 'to', 'look', 'at', 'the', 'display', 'quality', '.', 'here', 'are', 'my', 'initial', 'thoughts', 'https', ':', '//t.co/h3umq4eigr']","['rt', 'i', 'unboxed', '3', 'phones', 'just', 'to', 'look', 'at', 'the', 'display', 'quality', 'here', 'are', 'my', 'initial', 'thoughts', 'https', '//t.co/h3umq4eigr']","['rt', 'unboxed', '3', 'phones', 'look', 'display', 'quality', 'initial', 'thoughts', '//t.co/h3umq4eigr']",rt unboxed 3 phones look display quality initial thoughts //t.co/h3umq4eigr,0
10578,"Savage, Huawei. https://t.co/mopo32M3ic",1043008256866566145,"Savage, Huawei. https://t.co/mopo32M3ic","['Savage', ',', 'Huawei', '.', 'https', ':', '//t.co/mopo32M3ic']","['savage', ',', 'huawei', '.', 'https', ':', '//t.co/mopo32m3ic']","['savage', 'huawei', 'https', '//t.co/mopo32m3ic']","['savage', 'huawei', '//t.co/mopo32m3ic']",savage huawei //t.co/mopo32m3ic,0
7802,I Just Entered iPhone XS Max Giveaway. Details Here: https://t.co/ATIleICxkp,1043172609402261506,I Just Entered iPhone XS Max Giveaway. Details Here: https://t.co/ATIleICxkp,"['I', 'Just', 'Entered', 'iPhone', 'XS', 'Max', 'Giveaway', '.', 'Details', 'Here', ':', 'https', ':', '//t.co/ATIleICxkp']","['i', 'just', 'entered', 'iphone', 'xs', 'max', 'giveaway', '.', 'details', 'here', ':', 'https', ':', '//t.co/atileicxkp']","['i', 'just', 'entered', 'iphone', 'xs', 'max', 'giveaway', 'details', 'here', 'https', '//t.co/atileicxkp']","['entered', 'iphone', 'xs', 'max', 'giveaway', 'details', '//t.co/atileicxkp']",entered iphone xs max giveaway details //t.co/atileicxkp,0
4524,Coming from an iphone 7 plus i just had to try animojis on And there. I only got one earring. https://t.co/sMJkb8dKTY,1043367992061353985,Coming from an iphone 7 plus i just had to try animojis on And there. I only got one earring. https://t.co/sMJkb8dKTY,"['Coming', 'from', 'an', 'iphone', '7', 'plus', 'i', 'just', 'had', 'to', 'try', 'animojis', 'on', 'And', 'there', '.', 'I', 'only', 'got', 'one', 'earring', '.', 'https', ':', '//t.co/sMJkb8dKTY']","['coming', 'from', 'an', 'iphone', '7', 'plus', 'i', 'just', 'had', 'to', 'try', 'animojis', 'on', 'and', 'there', '.', 'i', 'only', 'got', 'one', 'earring', '.', 'https', ':', '//t.co/smjkb8dkty']","['coming', 'from', 'an', 'iphone', '7', 'plus', 'i', 'just', 'had', 'to', 'try', 'animojis', 'on', 'and', 'there', 'i', 'only', 'got', 'one', 'earring', 'https', '//t.co/smjkb8dkty']","['coming', 'iphone', '7', 'plus', 'try', 'animojis', 'got', 'one', 'earring', '//t.co/smjkb8dkty']",coming iphone 7 plus try animojis got one earring //t.co/smjkb8dkty,0
5459,RT When You’re The Only One On The Block With A https://t.co/W90m5eeCdh,1043295721015992321,RT When you are The Only One On The Block With A https://t.co/W90m5eeCdh,"['RT', 'When', 'you', 'are', 'The', 'Only', 'One', 'On', 'The', 'Block', 'With', 'A', 'https', ':', '//t.co/W90m5eeCdh']","['rt', 'when', 'you', 'are', 'the', 'only', 'one', 'on', 'the', 'block', 'with', 'a', 'https', ':', '//t.co/w90m5eecdh']","['rt', 'when', 'you', 'are', 'the', 'only', 'one', 'on', 'the', 'block', 'with', 'a', 'https', '//t.co/w90m5eecdh']","['rt', 'one', 'block', '//t.co/w90m5eecdh']",rt one block //t.co/w90m5eecdh,0
3741,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1043480210975416321,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
3882,looks beautiful on the iPhone XS MAX https://t.co/zUyxixN1aY,1043462293097472001,looks beautiful on the iPhone XS MAX https://t.co/zUyxixN1aY,"['looks', 'beautiful', 'on', 'the', 'iPhone', 'XS', 'MAX', 'https', ':', '//t.co/zUyxixN1aY']","['looks', 'beautiful', 'on', 'the', 'iphone', 'xs', 'max', 'https', ':', '//t.co/zuyxixn1ay']","['looks', 'beautiful', 'on', 'the', 'iphone', 'xs', 'max', 'https', '//t.co/zuyxixn1ay']","['looks', 'beautiful', 'iphone', 'xs', 'max', '//t.co/zuyxixn1ay']",looks beautiful iphone xs max //t.co/zuyxixn1ay,0
5651,$UA / $UAA $TCEHY $SBUX $ZUO &amp; $FANG were my 5 top performing on this &amp; launch day.,1043282482974609408,$UA / $UAA $TCEHY $SBUX $ZUO &amp; $FANG were my 5 top performing on this &amp; launch day.,"['$', 'UA', '/', '$', 'UAA', '$', 'TCEHY', '$', 'SBUX', '$', 'ZUO', '&', 'amp', ';', '$', 'FANG', 'were', 'my', '5', 'top', 'performing', 'on', 'this', '&', 'amp', ';', 'launch', 'day', '.']","['$', 'ua', '/', '$', 'uaa', '$', 'tcehy', '$', 'sbux', '$', 'zuo', '&', 'amp', ';', '$', 'fang', 'were', 'my', '5', 'top', 'performing', 'on', 'this', '&', 'amp', ';', 'launch', 'day', '.']","['ua', 'uaa', 'tcehy', 'sbux', 'zuo', 'amp', 'fang', 'were', 'my', '5', 'top', 'performing', 'on', 'this', 'amp', 'launch', 'day']","['ua', 'uaa', 'tcehy', 'sbux', 'zuo', 'amp', 'fang', '5', 'top', 'performing', 'amp', 'launch', 'day']",ua uaa tcehy sbux zuo amp fang 5 top performing amp launch day,0
8635,Me trying to get the https://t.co/HHBQSvSJBm,1043140406769270784,Me trying to get the https://t.co/HHBQSvSJBm,"['Me', 'trying', 'to', 'get', 'the', 'https', ':', '//t.co/HHBQSvSJBm']","['me', 'trying', 'to', 'get', 'the', 'https', ':', '//t.co/hhbqsvsjbm']","['me', 'trying', 'to', 'get', 'the', 'https', '//t.co/hhbqsvsjbm']","['trying', 'get', '//t.co/hhbqsvsjbm']",trying get //t.co/hhbqsvsjbm,0
8326,gold 😏,1043149043206168576,gold 😏,"['gold', '😏']","['gold', '😏']","['gold', '😏']","['gold', '😏']",gold 😏,0
5863,RT I’m so happy now😊 https://t.co/E2Zz8JmMvm,1043268198722727936,RT I am so happy now😊 https://t.co/E2Zz8JmMvm,"['RT', 'I', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/E2Zz8JmMvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/e2zz8jmmvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', '//t.co/e2zz8jmmvm']","['rt', 'happy', 'now😊', '//t.co/e2zz8jmmvm']",rt happy now😊 //t.co/e2zz8jmmvm,0
1118,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1043843230339682305,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
3010,RT Brand New iPhone XS MAX with faulty display. https://t.co/G7f…,1043565646125195267,RT Brand New iPhone XS MAX with faulty display. https://t.co/G7f…,"['RT', 'Brand', 'New', 'iPhone', 'XS', 'MAX', 'with', 'faulty', 'display', '.', 'https', ':', '//t.co/G7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'with', 'faulty', 'display', '.', 'https', ':', '//t.co/g7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'with', 'faulty', 'display', 'https', '//t.co/g7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'faulty', 'display', '//t.co/g7f…']",rt brand new iphone xs max faulty display //t.co/g7f…,0
4445,"RT The and Apple⌚️Series 4 have arrived🙌🏼 Remember, both the XS &amp; XS Max are 600 MHz capable and have…",1043381201141161985,"RT The and Apple⌚️Series 4 have arrived🙌🏼 Remember, both the XS &amp; XS Max are 600 MHz capable and have…","['RT', 'The', 'and', 'Apple⌚️Series', '4', 'have', 'arrived🙌🏼', 'Remember', ',', 'both', 'the', 'XS', '&', 'amp', ';', 'XS', 'Max', 'are', '600', 'MHz', 'capable', 'and', 'have…']","['rt', 'the', 'and', 'apple⌚️series', '4', 'have', 'arrived🙌🏼', 'remember', ',', 'both', 'the', 'xs', '&', 'amp', ';', 'xs', 'max', 'are', '600', 'mhz', 'capable', 'and', 'have…']","['rt', 'the', 'and', 'apple⌚️series', '4', 'have', 'arrived🙌🏼', 'remember', 'both', 'the', 'xs', 'amp', 'xs', 'max', 'are', '600', 'mhz', 'capable', 'and', 'have…']","['rt', 'apple⌚️series', '4', 'arrived🙌🏼', 'remember', 'xs', 'amp', 'xs', 'max', '600', 'mhz', 'capable', 'have…']",rt apple⌚️series 4 arrived🙌🏼 remember xs amp xs max 600 mhz capable have…,0
14511,Want to get one of the new iPhones AND personalize it? Enter to win an and custom cases from https://t.co/xx4qqHyog0,1042429065075019776,Want to get one of the new iPhones AND personalize it? Enter to win an and custom cases from https://t.co/xx4qqHyog0,"['Want', 'to', 'get', 'one', 'of', 'the', 'new', 'iPhones', 'AND', 'personalize', 'it', '?', 'Enter', 'to', 'win', 'an', 'and', 'custom', 'cases', 'from', 'https', ':', '//t.co/xx4qqHyog0']","['want', 'to', 'get', 'one', 'of', 'the', 'new', 'iphones', 'and', 'personalize', 'it', '?', 'enter', 'to', 'win', 'an', 'and', 'custom', 'cases', 'from', 'https', ':', '//t.co/xx4qqhyog0']","['want', 'to', 'get', 'one', 'of', 'the', 'new', 'iphones', 'and', 'personalize', 'it', 'enter', 'to', 'win', 'an', 'and', 'custom', 'cases', 'from', 'https', '//t.co/xx4qqhyog0']","['want', 'get', 'one', 'new', 'iphones', 'personalize', 'enter', 'win', 'custom', 'cases', '//t.co/xx4qqhyog0']",want get one new iphones personalize enter win custom cases //t.co/xx4qqhyog0,0
8901,RT I’m so happy now😊 https://t.co/E2Zz8JmMvm,1043138587695362048,RT I am so happy now😊 https://t.co/E2Zz8JmMvm,"['RT', 'I', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/E2Zz8JmMvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/e2zz8jmmvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', '//t.co/e2zz8jmmvm']","['rt', 'happy', 'now😊', '//t.co/e2zz8jmmvm']",rt happy now😊 //t.co/e2zz8jmmvm,0
1418,RT Desert Night for iPhone XS MAX https://t.co/YsP6…,1043787704650137600,RT Desert Night for iPhone XS MAX https://t.co/YsP6…,"['RT', 'Desert', 'Night', 'for', 'iPhone', 'XS', 'MAX', 'https', ':', '//t.co/YsP6…']","['rt', 'desert', 'night', 'for', 'iphone', 'xs', 'max', 'https', ':', '//t.co/ysp6…']","['rt', 'desert', 'night', 'for', 'iphone', 'xs', 'max', 'https', '//t.co/ysp6…']","['rt', 'desert', 'night', 'iphone', 'xs', 'max', '//t.co/ysp6…']",rt desert night iphone xs max //t.co/ysp6…,0
3173,Having way too much fun with the new camera https://t.co/6BlFSjqgUm,1043549629302951936,Having way too much fun with the new camera https://t.co/6BlFSjqgUm,"['Having', 'way', 'too', 'much', 'fun', 'with', 'the', 'new', 'camera', 'https', ':', '//t.co/6BlFSjqgUm']","['having', 'way', 'too', 'much', 'fun', 'with', 'the', 'new', 'camera', 'https', ':', '//t.co/6blfsjqgum']","['having', 'way', 'too', 'much', 'fun', 'with', 'the', 'new', 'camera', 'https', '//t.co/6blfsjqgum']","['way', 'much', 'fun', 'new', 'camera', '//t.co/6blfsjqgum']",way much fun new camera //t.co/6blfsjqgum,0
13715,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042506759955349504,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
4133,'Roasting' The New iPhone 😅 https://t.co/BFnbalzOuU,1043427507385638914,'Roasting' The New iPhone 😅 https://t.co/BFnbalzOuU,"[""'Roasting"", ""'"", 'The', 'New', 'iPhone', '😅', 'https', ':', '//t.co/BFnbalzOuU']","[""'roasting"", ""'"", 'the', 'new', 'iphone', '😅', 'https', ':', '//t.co/bfnbalzouu']","[""'roasting"", 'the', 'new', 'iphone', '😅', 'https', '//t.co/bfnbalzouu']","[""'roasting"", 'new', 'iphone', '😅', '//t.co/bfnbalzouu']",'roasting new iphone 😅 //t.co/bfnbalzouu,0
3267,So this edge to edge screen is game changer 😍,1043538184380928001,So this edge to edge screen is game changer 😍,"['So', 'this', 'edge', 'to', 'edge', 'screen', 'is', 'game', 'changer', '😍']","['so', 'this', 'edge', 'to', 'edge', 'screen', 'is', 'game', 'changer', '😍']","['so', 'this', 'edge', 'to', 'edge', 'screen', 'is', 'game', 'changer', '😍']","['edge', 'edge', 'screen', 'game', 'changer', '😍']",edge edge screen game changer 😍,0
3709,iPhone XS MAX vs Samsung Galaxy Note 9(Gaming or Booting) - Speed Test! https://t.co/CeW1GbFKt0 https://t.co/6gKIfhhwpC,1043483839283236865,iPhone XS MAX vs Samsung Galaxy Note 9(Gaming or Booting) - Speed Test! https://t.co/CeW1GbFKt0 https://t.co/6gKIfhhwpC,"['iPhone', 'XS', 'MAX', 'vs', 'Samsung', 'Galaxy', 'Note', '9', '(', 'Gaming', 'or', 'Booting', ')', '-', 'Speed', 'Test', '!', 'https', ':', '//t.co/CeW1GbFKt0', 'https', ':', '//t.co/6gKIfhhwpC']","['iphone', 'xs', 'max', 'vs', 'samsung', 'galaxy', 'note', '9', '(', 'gaming', 'or', 'booting', ')', '-', 'speed', 'test', '!', 'https', ':', '//t.co/cew1gbfkt0', 'https', ':', '//t.co/6gkifhhwpc']","['iphone', 'xs', 'max', 'vs', 'samsung', 'galaxy', 'note', '9', 'gaming', 'or', 'booting', 'speed', 'test', 'https', '//t.co/cew1gbfkt0', 'https', '//t.co/6gkifhhwpc']","['iphone', 'xs', 'max', 'vs', 'samsung', 'galaxy', 'note', '9', 'gaming', 'booting', 'speed', 'test', '//t.co/cew1gbfkt0', '//t.co/6gkifhhwpc']",iphone xs max vs samsung galaxy note 9 gaming booting speed test //t.co/cew1gbfkt0 //t.co/6gkifhhwpc,0
10489,I Just Entered iPhone XS Max Giveaway. Details Here: https://t.co/IRUyVpawF7,1043017716922077184,I Just Entered iPhone XS Max Giveaway. Details Here: https://t.co/IRUyVpawF7,"['I', 'Just', 'Entered', 'iPhone', 'XS', 'Max', 'Giveaway', '.', 'Details', 'Here', ':', 'https', ':', '//t.co/IRUyVpawF7']","['i', 'just', 'entered', 'iphone', 'xs', 'max', 'giveaway', '.', 'details', 'here', ':', 'https', ':', '//t.co/iruyvpawf7']","['i', 'just', 'entered', 'iphone', 'xs', 'max', 'giveaway', 'details', 'here', 'https', '//t.co/iruyvpawf7']","['entered', 'iphone', 'xs', 'max', 'giveaway', 'details', '//t.co/iruyvpawf7']",entered iphone xs max giveaway details //t.co/iruyvpawf7,0
2086,Ohhhh baby! 😍#iPhoneXSMax https://t.co/22MISBAnjg,1043676004269592576,Ohhhh baby! 😍#iPhoneXSMax https://t.co/22MISBAnjg,"['Ohhhh', 'baby', '!', '😍', '#', 'iPhoneXSMax', 'https', ':', '//t.co/22MISBAnjg']","['ohhhh', 'baby', '!', '😍', '#', 'iphonexsmax', 'https', ':', '//t.co/22misbanjg']","['ohhhh', 'baby', '😍', 'iphonexsmax', 'https', '//t.co/22misbanjg']","['ohhhh', 'baby', '😍', 'iphonexsmax', '//t.co/22misbanjg']",ohhhh baby 😍 iphonexsmax //t.co/22misbanjg,0
6250,"Hey Guys Please Follow Our Page We Are More Then Happy To Follow Back , We Are Also Happy To Retweet Your Tweets Th… https://t.co/ase81tEtAm",1043246423645380608,"Hey Guys Please Follow Our Page We Are More Then Happy To Follow Back , We Are Also Happy To Retweet Your Tweets Th… https://t.co/ase81tEtAm","['Hey', 'Guys', 'Please', 'Follow', 'Our', 'Page', 'We', 'Are', 'More', 'Then', 'Happy', 'To', 'Follow', 'Back', ',', 'We', 'Are', 'Also', 'Happy', 'To', 'Retweet', 'Your', 'Tweets', 'Th…', 'https', ':', '//t.co/ase81tEtAm']","['hey', 'guys', 'please', 'follow', 'our', 'page', 'we', 'are', 'more', 'then', 'happy', 'to', 'follow', 'back', ',', 'we', 'are', 'also', 'happy', 'to', 'retweet', 'your', 'tweets', 'th…', 'https', ':', '//t.co/ase81tetam']","['hey', 'guys', 'please', 'follow', 'our', 'page', 'we', 'are', 'more', 'then', 'happy', 'to', 'follow', 'back', 'we', 'are', 'also', 'happy', 'to', 'retweet', 'your', 'tweets', 'th…', 'https', '//t.co/ase81tetam']","['guys', 'please', 'follow', 'page', 'happy', 'follow', 'back', 'also', 'happy', 'retweet', 'tweets', 'th…', '//t.co/ase81tetam']",guys please follow page happy follow back also happy retweet tweets th… //t.co/ase81tetam,0
1357,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1043797774687506432,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
11377,RT Team is getting ready for the BIG Launch! Stop in this weekend and get your,1042886063449157633,RT Team is getting ready for the BIG Launch! Stop in this weekend and get your,"['RT', 'Team', 'is', 'getting', 'ready', 'for', 'the', 'BIG', 'Launch', '!', 'Stop', 'in', 'this', 'weekend', 'and', 'get', 'your']","['rt', 'team', 'is', 'getting', 'ready', 'for', 'the', 'big', 'launch', '!', 'stop', 'in', 'this', 'weekend', 'and', 'get', 'your']","['rt', 'team', 'is', 'getting', 'ready', 'for', 'the', 'big', 'launch', 'stop', 'in', 'this', 'weekend', 'and', 'get', 'your']","['rt', 'team', 'getting', 'ready', 'big', 'launch', 'stop', 'weekend', 'get']",rt team getting ready big launch stop weekend get,0
133,"Nice hazy IPA, worth a try if you come across it. (📷: - Drinking a Hazy Train™ by at… https://t.co/t6GGRt9zRi",1043990070125047809,"Nice hazy IPA, worth a try if you come across it. (📷: - Drinking a Hazy Train™ by at… https://t.co/t6GGRt9zRi","['Nice', 'hazy', 'IPA', ',', 'worth', 'a', 'try', 'if', 'you', 'come', 'across', 'it', '.', '(', '📷', ':', '-', 'Drinking', 'a', 'Hazy', 'Train™', 'by', 'at…', 'https', ':', '//t.co/t6GGRt9zRi']","['nice', 'hazy', 'ipa', ',', 'worth', 'a', 'try', 'if', 'you', 'come', 'across', 'it', '.', '(', '📷', ':', '-', 'drinking', 'a', 'hazy', 'train™', 'by', 'at…', 'https', ':', '//t.co/t6ggrt9zri']","['nice', 'hazy', 'ipa', 'worth', 'a', 'try', 'if', 'you', 'come', 'across', 'it', '📷', 'drinking', 'a', 'hazy', 'train™', 'by', 'at…', 'https', '//t.co/t6ggrt9zri']","['nice', 'hazy', 'ipa', 'worth', 'try', 'come', 'across', '📷', 'drinking', 'hazy', 'train™', 'at…', '//t.co/t6ggrt9zri']",nice hazy ipa worth try come across 📷 drinking hazy train™ at… //t.co/t6ggrt9zri,0
12190,eeek 😁😁😁 My new iPhone Xs Max is on it way 😍 https://t.co/lWADjypN5I,1042784533974839301,eeek 😁😁😁 My new iPhone Xs Max is on it way 😍 https://t.co/lWADjypN5I,"['eeek', '😁😁😁', 'My', 'new', 'iPhone', 'Xs', 'Max', 'is', 'on', 'it', 'way', '😍', 'https', ':', '//t.co/lWADjypN5I']","['eeek', '😁😁😁', 'my', 'new', 'iphone', 'xs', 'max', 'is', 'on', 'it', 'way', '😍', 'https', ':', '//t.co/lwadjypn5i']","['eeek', '😁😁😁', 'my', 'new', 'iphone', 'xs', 'max', 'is', 'on', 'it', 'way', '😍', 'https', '//t.co/lwadjypn5i']","['eeek', '😁😁😁', 'new', 'iphone', 'xs', 'max', 'way', '😍', '//t.co/lwadjypn5i']",eeek 😁😁😁 new iphone xs max way 😍 //t.co/lwadjypn5i,0
12626,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042731348639703040,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
8405,RT I’m so happy now😊 https://t.co/E2Zz8JmMvm,1043146435548463104,RT I am so happy now😊 https://t.co/E2Zz8JmMvm,"['RT', 'I', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/E2Zz8JmMvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/e2zz8jmmvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', '//t.co/e2zz8jmmvm']","['rt', 'happy', 'now😊', '//t.co/e2zz8jmmvm']",rt happy now😊 //t.co/e2zz8jmmvm,0
